,UF,acesso_a_Internet,Renda_per_capita
86694,RJ,sim,1090.0
86695,RJ,sim,1373.0
86696,RJ,sim,1000.0
86697,RJ,não,3100.0
86698,RJ,não,724.0
86699,RJ,sim,1300.0
86700,RJ,sim,816.0
86701,RJ,não,1380.0
86702,RJ,sim,550.0
86704,RJ,sim,1500.0
86705,RJ,sim,1020.0
86706,RJ,sim,2450.0
86707,RJ,sim,1175.0
86708,RJ,sim,2733.0
86709,RJ,sim,1750.0
86710,RJ,sim,3602.0
86711,RJ,sim,1500.0
86712,RJ,não,2800.0
86714,RJ,sim,3300.0
86715,RJ,sim,1018.0
86717,RJ,sim,1125.0
86719,RJ,não,1448.0
86720,RJ,sim,983.0
86722,RJ,não,1400.0
86723,RJ,sim,2112.0
86724,RJ,não,724.0
86725,RJ,sim,2440.0
86726,RJ,não,1000.0
86727,RJ,não,483.0
86728,RJ,sim,313.0
86729,RJ,não,724.0
86730,RJ,sim,882.0
86731,RJ,sim,225.0
86732,RJ,sim,2250.0
86733,RJ,não,1100.0
86734,RJ,sim,5333.0
86735,RJ,sim,2190.0
86736,RJ,sim,800.0
86737,RJ,sim,1375.0
86738,RJ,não,500.0
86739,RJ,sim,367.0
86740,RJ,sim,2112.0
86742,RJ,sim,861.0
86743,RJ,sim,700.0
86744,RJ,sim,4833.0
86745,RJ,não,900.0
86746,RJ,sim,1333.0
86747,RJ,sim,4650.0
86749,RJ,sim,1268.0
86750,RJ,sim,583.0
86751,RJ,sim,2166.0
86752,RJ,sim,5500.0
86753,RJ,sim,1375.0
86754,RJ,sim,1800.0
86755,RJ,sim,1375.0
86756,RJ,sim,1362.0
86757,RJ,sim,1068.0
86758,RJ,não,92.0
86759,RJ,não,724.0
86760,RJ,não,900.0
86761,RJ,não,362.0
86763,RJ,não,385.0
86764,RJ,sim,837.0
86765,RJ,sim,481.0
86766,RJ,sim,300.0
86767,RJ,não,323.0
86768,RJ,sim,208.0
86769,RJ,sim,530.0
86770,RJ,sim,543.0
86771,RJ,sim,806.0
86772,RJ,não,424.0
86773,RJ,não,1466.0
86774,RJ,não,600.0
86775,RJ,não,8062.0
86780,RJ,não,362.0
86781,RJ,não,2862.0
86788,RJ,não,466.0
86789,RJ,não,700.0
86790,RJ,sim,660.0
86792,RJ,sim,496.0
86793,RJ,sim,1750.0
86794,RJ,não,362.0
86797,RJ,sim,1816.0
86798,RJ,não,241.0
86800,RJ,sim,1500.0
86801,RJ,sim,362.0
86802,RJ,não,1000.0
86803,RJ,não,270.0
86804,RJ,sim,724.0
86805,RJ,sim,1400.0
86806,RJ,não,2250.0
86807,RJ,sim,3000.0
86808,RJ,sim,3600.0
86811,RJ,não,900.0
86812,RJ,sim,641.0
86813,RJ,não,550.0
86814,RJ,sim,186.0
86815,RJ,não,297.0
86816,RJ,sim,485.0
86817,RJ,não,1212.0
86819,RJ,não,900.0
86820,RJ,sim,747.0
86821,RJ,não,362.0
86823,RJ,sim,1500.0
86824,RJ,não,724.0
86826,RJ,sim,1850.0
86827,RJ,não,700.0
86828,RJ,não,950.0
86831,RJ,não,419.0
86832,RJ,não,362.0
86836,RJ,não,800.0
86837,RJ,sim,1200.0
86838,RJ,sim,775.0
86840,RJ,não,724.0
86841,RJ,sim,365.0
86842,RJ,sim,875.0
86843,RJ,não,384.0
86844,RJ,não,385.0
86845,RJ,não,362.0
86846,RJ,não,240.0
86847,RJ,não,144.0
86848,RJ,não,288.0
86849,RJ,não,181.0
86850,RJ,não,333.0
86851,RJ,não,362.0
86852,RJ,não,52.0
86853,RJ,sim,1000.0
86854,RJ,não,288.0
86856,RJ,não,362.0
86857,RJ,não,144.0
86859,RJ,não,241.0
86860,RJ,sim,349.0
86861,RJ,não,339.0
86862,RJ,não,291.0
86864,RJ,não,950.0
86865,RJ,não,724.0
86867,RJ,não,439.0
86868,RJ,sim,550.0
86869,RJ,sim,1333.0
86870,RJ,sim,2833.0
86871,RJ,não,1500.0
86872,RJ,sim,833.0
86878,RJ,não,1448.0
86879,RJ,sim,9750.0
86881,RJ,sim,3500.0
86883,RJ,sim,960.0
86885,RJ,não,1086.0
86886,RJ,não,612.0
86888,RJ,não,362.0
86889,RJ,sim,1950.0
86892,RJ,sim,900.0
86894,RJ,sim,3500.0
86895,RJ,sim,3600.0
86898,RJ,sim,881.0
86899,RJ,sim,700.0
86900,RJ,não,2062.0
86901,RJ,sim,1166.0
86902,RJ,sim,640.0
86906,RJ,sim,200.0
86913,RJ,sim,6450.0
86915,RJ,não,495.0
86916,RJ,não,708.0
86917,RJ,não,1333.0
86918,RJ,não,3500.0
86920,RJ,não,708.0
86923,RJ,sim,3500.0
86924,RJ,não,458.0
86925,RJ,sim,1300.0
86926,RJ,não,1562.0
86927,RJ,sim,1037.0
86930,RJ,sim,1800.0
86931,RJ,sim,1400.0
86932,RJ,não,397.0
86933,RJ,não,1086.0
86936,RJ,sim,250.0
86937,RJ,não,724.0
86939,RJ,sim,1400.0
86940,RJ,sim,2000.0
86941,RJ,sim,803.0
86943,RJ,sim,1250.0
86947,RJ,sim,341.0
86948,RJ,sim,666.0
86950,RJ,sim,1300.0
86951,RJ,não,590.0
86952,RJ,não,1200.0
86955,RJ,sim,575.0
86956,RJ,não,408.0
86958,RJ,sim,825.0
86959,RJ,não,800.0
86960,RJ,sim,0.0
86961,RJ,sim,900.0
86962,RJ,sim,3500.0
86963,RJ,não,1150.0
86964,RJ,sim,1225.0
86966,RJ,não,974.0
86967,RJ,sim,1000.0
86969,RJ,não,360.0
86972,RJ,não,850.0
86973,RJ,sim,1733.0
86974,RJ,sim,289.0
86976,RJ,sim,528.0
86978,RJ,não,1086.0
86979,RJ,sim,1750.0
86980,RJ,sim,1750.0
86982,RJ,sim,1400.0
86983,RJ,não,1000.0
86985,RJ,sim,2700.0
86987,RJ,sim,4250.0
86988,RJ,sim,1400.0
86989,RJ,sim,2600.0
86990,RJ,não,1324.0
86993,RJ,não,1061.0
86994,RJ,sim,1140.0
86995,RJ,sim,2695.0
86996,RJ,não,1632.0
86997,RJ,não,2744.0
86998,RJ,sim,818.0
86999,RJ,sim,2100.0
87000,RJ,sim,1950.0
87001,RJ,sim,1200.0
87003,RJ,sim,747.0
87004,RJ,sim,1500.0
87006,RJ,não,1974.0
87007,RJ,sim,1581.0
87008,RJ,não,2846.0
87009,RJ,não,1160.0
87010,RJ,sim,1174.0
87011,RJ,não,724.0
87012,RJ,não,4524.0
87013,RJ,sim,362.0
87014,RJ,sim,1301.0
87015,RJ,não,951.0
87018,RJ,sim,2650.0
87019,RJ,não,782.0
87020,RJ,sim,1800.0
87021,RJ,sim,900.0
87025,RJ,sim,1575.0
87029,RJ,sim,1733.0
87030,RJ,sim,1000.0
87034,RJ,sim,687.0
87039,RJ,sim,17500.0
87042,RJ,sim,4850.0
87044,RJ,sim,800.0
87045,RJ,sim,3450.0
87046,RJ,sim,7933.0
87047,RJ,sim,2500.0
87048,RJ,sim,9700.0
87049,RJ,sim,5945.0
87052,RJ,sim,633.0
87053,RJ,não,1000.0
87054,RJ,sim,755.0
87058,RJ,sim,2600.0
87060,RJ,não,4650.0
87062,RJ,sim,2666.0
87064,RJ,sim,433.0
87065,RJ,não,3230.0
87066,RJ,sim,1050.0
87067,RJ,sim,3200.0
87068,RJ,sim,3754.0
87070,RJ,sim,3610.0
87071,RJ,sim,5186.0
87072,RJ,sim,1250.0
87073,RJ,sim,3900.0
87074,RJ,sim,7500.0
87077,RJ,sim,725.0
87079,RJ,sim,670.0
87080,RJ,sim,875.0
87082,RJ,sim,1850.0
87083,RJ,sim,800.0
87084,RJ,sim,2100.0
87085,RJ,sim,362.0
87086,RJ,sim,650.0
87087,RJ,sim,2400.0
87088,RJ,sim,1947.0
87089,RJ,sim,362.0
87090,RJ,sim,801.0
87091,RJ,não,1480.0
87092,RJ,sim,533.0
87093,RJ,sim,316.0
87094,RJ,sim,624.0
87099,RJ,não,1350.0
87100,RJ,sim,1974.0
87101,RJ,não,1324.0
87102,RJ,sim,1549.0
87103,RJ,sim,627.0
87105,RJ,sim,2500.0
87106,RJ,sim,475.0
87107,RJ,sim,1315.0
87108,RJ,sim,15000.0
87109,RJ,sim,1100.0
87111,RJ,sim,14000.0
87112,RJ,sim,8333.0
87113,RJ,sim,1500.0
87114,RJ,sim,12700.0
87115,RJ,sim,4550.0
87116,RJ,não,17000.0
87117,RJ,sim,2275.0
87118,RJ,sim,10400.0
87119,RJ,sim,4333.0
87121,RJ,sim,10500.0
87122,RJ,sim,6700.0
87123,RJ,sim,14000.0
87126,RJ,sim,2640.0
87129,RJ,sim,3400.0
87130,RJ,sim,3000.0
87132,RJ,sim,4000.0
87135,RJ,não,5000.0
87138,RJ,não,1750.0
87140,RJ,sim,6750.0
87141,RJ,sim,5500.0
87142,RJ,sim,700.0
87143,RJ,sim,4300.0
87146,RJ,sim,2824.0
87147,RJ,sim,5333.0
87149,RJ,sim,2333.0
87150,RJ,sim,12000.0
87152,RJ,sim,18000.0
87153,RJ,não,1108.0
87155,RJ,sim,2750.0
87156,RJ,sim,266.0
87157,RJ,sim,375.0
87158,RJ,não,724.0
87160,RJ,não,362.0
87161,RJ,sim,225.0
87162,RJ,não,791.0
87163,RJ,não,512.0
87164,RJ,não,435.0
87165,RJ,não,335.0
87166,RJ,sim,1000.0
87167,RJ,não,1500.0
87169,RJ,não,675.0
87170,RJ,não,800.0
87172,RJ,sim,2566.0
87173,RJ,sim,10466.0
87174,RJ,sim,2200.0
87175,RJ,sim,3666.0
87176,RJ,sim,5600.0
87177,RJ,sim,2600.0
87178,RJ,sim,11000.0
87179,RJ,sim,5566.0
87180,RJ,sim,6000.0
87181,RJ,sim,5333.0
87182,RJ,sim,6000.0
87183,RJ,sim,10000.0
87184,RJ,sim,900.0
87185,RJ,sim,9250.0
87187,RJ,sim,9300.0
87188,RJ,sim,10000.0
87189,RJ,sim,3650.0
87190,RJ,não,900.0
87192,RJ,sim,5333.0
87193,RJ,sim,15000.0
87194,RJ,não,1550.0
87195,RJ,não,3100.0
87196,RJ,sim,3100.0
87198,RJ,sim,4600.0
87201,RJ,sim,10500.0
87202,RJ,sim,1550.0
87204,RJ,sim,6080.0
87209,RJ,sim,1380.0
87210,RJ,sim,8000.0
87211,RJ,sim,5100.0
87213,RJ,sim,1666.0
87214,RJ,não,10000.0
87216,RJ,sim,2933.0
87219,RJ,sim,6000.0
87220,RJ,não,4500.0
87221,RJ,sim,4200.0
87222,RJ,sim,6550.0
87223,RJ,sim,6500.0
87224,RJ,não,2500.0
87226,RJ,sim,925.0
87227,RJ,não,20000.0
87228,RJ,sim,825.0
87230,RJ,não,3600.0
87231,RJ,sim,4833.0
87232,RJ,sim,3875.0
87235,RJ,sim,1125.0
87237,RJ,sim,1000.0
87239,RJ,sim,1275.0
87243,RJ,sim,2000.0
87244,RJ,sim,586.0
87246,RJ,sim,2500.0
87247,RJ,sim,3500.0
87248,RJ,não,925.0
87252,RJ,sim,6000.0
87253,RJ,sim,1400.0
87255,RJ,sim,14000.0
87256,RJ,sim,6300.0
87257,RJ,não,6000.0
87258,RJ,sim,2250.0
87259,RJ,não,2500.0
87260,RJ,não,1000.0
87261,RJ,sim,2000.0
87263,RJ,sim,2900.0
87264,RJ,sim,4000.0
87265,RJ,sim,850.0
87266,RJ,sim,1566.0
87267,RJ,sim,466.0
87270,RJ,sim,2550.0
87272,RJ,não,6000.0
87273,RJ,sim,750.0
87274,RJ,não,2000.0
87276,RJ,sim,2966.0
87278,RJ,sim,7500.0
87279,RJ,não,1250.0
87280,RJ,sim,4000.0
87281,RJ,sim,3900.0
87282,RJ,sim,3160.0
87284,RJ,sim,4500.0
87285,RJ,sim,4033.0
87288,RJ,sim,2650.0
87292,RJ,sim,2100.0
87293,RJ,sim,3875.0
87295,RJ,sim,14000.0
87296,RJ,sim,1000.0
87298,RJ,sim,950.0
87301,RJ,sim,1400.0
87302,RJ,sim,3000.0
87303,RJ,sim,1250.0
87304,RJ,não,6750.0
87305,RJ,sim,6000.0
87306,RJ,sim,875.0
87311,RJ,sim,2500.0
87312,RJ,não,3324.0
87314,RJ,sim,4075.0
87315,RJ,sim,12166.0
87316,RJ,sim,10850.0
87318,RJ,sim,4000.0
87320,RJ,sim,20000.0
87321,RJ,sim,4100.0
87323,RJ,sim,20000.0
87324,RJ,sim,7800.0
87327,RJ,sim,4000.0
87330,RJ,sim,1800.0
87332,RJ,sim,2000.0
87333,RJ,sim,3666.0
87334,RJ,sim,8000.0
87336,RJ,sim,1900.0
87337,RJ,sim,2200.0
87339,RJ,sim,7000.0
87341,RJ,não,1124.0
87344,RJ,sim,7000.0
87348,RJ,sim,6000.0
87349,RJ,sim,3333.0
87350,RJ,não,1448.0
87351,RJ,sim,2900.0
87353,RJ,sim,3833.0
87354,RJ,sim,2175.0
87355,RJ,sim,8000.0
87357,RJ,sim,2250.0
87358,RJ,sim,1600.0
87360,RJ,sim,7500.0
87361,RJ,sim,10250.0
87362,RJ,sim,2900.0
87363,RJ,sim,580.0
87364,RJ,sim,14000.0
87367,RJ,sim,10500.0
87368,RJ,sim,13333.0
87369,RJ,não,1112.0
87370,RJ,sim,4850.0
87371,RJ,sim,4125.0
87372,RJ,sim,3000.0
87374,RJ,sim,7000.0
87375,RJ,sim,4500.0
87376,RJ,sim,10000.0
87377,RJ,sim,11650.0
87378,RJ,sim,8000.0
87379,RJ,sim,3000.0
87381,RJ,sim,7150.0
87383,RJ,sim,6500.0
87384,RJ,sim,15500.0
87385,RJ,sim,29000.0
87386,RJ,sim,6400.0
87388,RJ,sim,3333.0
87390,RJ,sim,20000.0
87391,RJ,sim,15000.0
87393,RJ,não,2037.0
87399,RJ,sim,8000.0
87402,RJ,sim,1166.0
87405,RJ,sim,5333.0
87406,RJ,sim,1375.0
87407,RJ,não,1580.0
87408,RJ,sim,9500.0
87409,RJ,sim,9100.0
87410,RJ,sim,362.0
87412,RJ,sim,12000.0
87413,RJ,sim,10000.0
87416,RJ,sim,1600.0
87417,RJ,não,5000.0
87419,RJ,sim,5000.0
87420,RJ,sim,11000.0
87423,RJ,sim,4634.0
87426,RJ,sim,2500.0
87427,RJ,não,6000.0
87430,RJ,sim,7850.0
87434,RJ,sim,275.0
87438,RJ,sim,750.0
87441,RJ,sim,4000.0
87443,RJ,não,24500.0
87445,RJ,sim,1500.0
87447,RJ,sim,2000.0
87449,RJ,sim,14000.0
87452,RJ,sim,3400.0
87453,RJ,sim,6450.0
87454,RJ,sim,2500.0
87455,RJ,sim,3333.0
87456,RJ,sim,1600.0
87457,RJ,sim,4000.0
87459,RJ,sim,11500.0
87460,RJ,não,2500.0
87462,RJ,sim,6250.0
87463,RJ,sim,11666.0
87464,RJ,sim,4433.0
87465,RJ,sim,8000.0
87466,RJ,sim,1300.0
87468,RJ,não,998.0
87471,RJ,sim,6000.0
87473,RJ,sim,25000.0
87475,RJ,sim,7500.0
87477,RJ,sim,16250.0
87483,RJ,não,1950.0
87485,RJ,sim,4600.0
87488,RJ,sim,1640.0
87490,RJ,não,5000.0
87495,RJ,sim,4666.0
87496,RJ,sim,15000.0
87497,RJ,sim,36000.0
87498,RJ,sim,4250.0
87499,RJ,sim,15750.0
87500,RJ,sim,8000.0
87502,RJ,sim,12000.0
87504,RJ,sim,6000.0
87506,RJ,sim,12950.0
87507,RJ,sim,10500.0
87508,RJ,sim,5300.0
87509,RJ,sim,22500.0
87511,RJ,sim,1133.0
87513,RJ,sim,16050.0
87516,RJ,sim,12775.0
87518,RJ,sim,15000.0
87519,RJ,sim,906.0
87520,RJ,sim,4000.0
87525,RJ,sim,10500.0
87527,RJ,sim,7000.0
87529,RJ,sim,8800.0
87530,RJ,sim,15000.0
87531,RJ,sim,4200.0
87532,RJ,sim,3000.0
87533,RJ,sim,1100.0
87538,RJ,sim,1000.0
87551,RJ,sim,1600.0
87553,RJ,sim,3233.0
87555,RJ,sim,3600.0
87559,RJ,sim,12500.0
87560,RJ,sim,10300.0
87561,RJ,sim,10000.0
87562,RJ,sim,10000.0
87563,RJ,sim,20500.0
87564,RJ,sim,19500.0
87565,RJ,sim,25000.0
87566,RJ,sim,9000.0
87567,RJ,sim,775.0
87570,RJ,sim,1500.0
87571,RJ,sim,5700.0
87572,RJ,sim,13000.0
87573,RJ,sim,16666.0
87575,RJ,sim,17250.0
87581,RJ,sim,5000.0
87583,RJ,sim,1112.0
87584,RJ,sim,5250.0
87585,RJ,sim,7000.0
87586,RJ,sim,9000.0
87588,RJ,não,2020.0
87590,RJ,sim,12500.0
87591,RJ,sim,4950.0
87592,RJ,sim,1600.0
87593,RJ,sim,23333.0
87594,RJ,sim,6000.0
87596,RJ,sim,13333.0
87597,RJ,não,1800.0
87598,RJ,sim,8000.0
87602,RJ,sim,12000.0
87603,RJ,sim,4750.0
87604,RJ,sim,8000.0
87605,RJ,sim,6000.0
87606,RJ,sim,6500.0
87609,RJ,sim,10000.0
87610,RJ,sim,2530.0
87611,RJ,sim,5833.0
87612,RJ,sim,7000.0
87613,RJ,não,3200.0
87615,RJ,sim,9000.0
87616,RJ,sim,15000.0
87617,RJ,sim,3750.0
87618,RJ,sim,6000.0
87619,RJ,sim,10000.0
87620,RJ,sim,2250.0
87621,RJ,sim,8000.0
87622,RJ,sim,23000.0
87623,RJ,sim,6000.0
87624,RJ,sim,6000.0
87625,RJ,sim,8250.0
87626,RJ,sim,7700.0
87627,RJ,sim,10000.0
87630,RJ,sim,15166.0
87631,RJ,sim,4000.0
87632,RJ,sim,1400.0
87633,RJ,sim,12000.0
87635,RJ,sim,1200.0
87636,RJ,não,1524.0
87637,RJ,sim,2862.0
87638,RJ,sim,1200.0
87639,RJ,sim,1250.0
87641,RJ,sim,2000.0
87642,RJ,sim,1175.0
87643,RJ,sim,1700.0
87644,RJ,sim,850.0
87645,RJ,sim,2000.0
87646,RJ,não,5500.0
87648,RJ,sim,7000.0
87649,RJ,não,144.0
87650,RJ,não,433.0
87651,RJ,não,725.0
87652,RJ,sim,908.0
87653,RJ,não,3000.0
87654,RJ,não,6500.0
87655,RJ,sim,1000.0
87656,RJ,sim,3500.0
87657,RJ,sim,3612.0
87658,RJ,não,724.0
87661,RJ,sim,206.0
87662,RJ,sim,2308.0
87663,RJ,não,362.0
87664,RJ,sim,980.0
87665,RJ,sim,2500.0
87666,RJ,sim,3333.0
87667,RJ,sim,2062.0
87668,RJ,sim,3500.0
87669,RJ,sim,700.0
87670,RJ,sim,1000.0
87671,RJ,sim,2666.0
87672,RJ,não,1450.0
87673,RJ,sim,750.0
87674,RJ,sim,450.0
87677,RJ,sim,3166.0
87679,RJ,sim,3100.0
87681,RJ,não,3200.0
87682,RJ,sim,13500.0
87683,RJ,sim,4700.0
87684,RJ,não,5300.0
87688,RJ,sim,3000.0
87689,RJ,sim,9746.0
87692,RJ,sim,4250.0
87693,RJ,sim,4534.0
87694,RJ,sim,2150.0
87695,RJ,sim,3413.0
87696,RJ,não,2900.0
87697,RJ,sim,2800.0
87698,RJ,sim,6221.0
87699,RJ,sim,5000.0
87700,RJ,sim,2000.0
87701,RJ,não,2100.0
87702,RJ,sim,1800.0
87703,RJ,sim,12400.0
87704,RJ,sim,6500.0
87705,RJ,sim,1833.0
87706,RJ,sim,2522.0
87707,RJ,sim,4550.0
87708,RJ,sim,3800.0
87709,RJ,sim,4800.0
87710,RJ,sim,1866.0
87711,RJ,sim,7300.0
87712,RJ,sim,6500.0
87713,RJ,sim,3450.0
87714,RJ,sim,4500.0
87715,RJ,sim,1800.0
87716,RJ,sim,8000.0
87717,RJ,sim,1750.0
87718,RJ,sim,2250.0
87720,RJ,sim,2333.0
87721,RJ,sim,1250.0
87722,RJ,sim,4100.0
87723,RJ,sim,7000.0
87724,RJ,sim,1000.0
87725,RJ,sim,3500.0
87726,RJ,sim,3566.0
87727,RJ,não,3400.0
87728,RJ,não,4750.0
87729,RJ,sim,2200.0
87730,RJ,sim,4166.0
87732,RJ,sim,1500.0
87733,RJ,sim,3000.0
87734,RJ,sim,5500.0
87735,RJ,sim,3000.0
87736,RJ,sim,2000.0
87737,RJ,sim,3000.0
87738,RJ,sim,4000.0
87739,RJ,sim,2900.0
87740,RJ,não,724.0
87741,RJ,sim,5733.0
87742,RJ,sim,950.0
87743,RJ,sim,2100.0
87744,RJ,sim,4000.0
87746,RJ,sim,2150.0
87747,RJ,sim,4500.0
87748,RJ,sim,3049.0
87749,RJ,sim,1916.0
87751,RJ,sim,6400.0
87754,RJ,sim,16000.0
87756,RJ,sim,1350.0
87758,RJ,sim,2433.0
87759,RJ,sim,1700.0
87760,RJ,sim,4000.0
87761,RJ,sim,3500.0
87762,RJ,sim,4666.0
87764,RJ,não,8050.0
87765,RJ,não,8200.0
87766,RJ,sim,2400.0
87767,RJ,não,720.0
87768,RJ,sim,920.0
87769,RJ,sim,6100.0
87770,RJ,sim,2050.0
87772,RJ,não,1250.0
87773,RJ,sim,7666.0
87774,RJ,sim,4100.0
87775,RJ,sim,5500.0
87776,RJ,sim,2245.0
87777,RJ,sim,12000.0
87778,RJ,sim,2100.0
87779,RJ,sim,1600.0
87780,RJ,sim,2333.0
87781,RJ,sim,2100.0
87782,RJ,sim,2500.0
87785,RJ,sim,3120.0
87786,RJ,sim,3200.0
87787,RJ,não,1900.0
87788,RJ,sim,3312.0
87789,RJ,sim,2100.0
87792,RJ,sim,1500.0
87793,RJ,sim,2500.0
87794,RJ,sim,2200.0
87795,RJ,não,1300.0
87796,RJ,sim,810.0
87797,RJ,sim,1500.0
87798,RJ,não,5900.0
87799,RJ,sim,475.0
87800,RJ,sim,1970.0
87801,RJ,sim,1433.0
87802,RJ,sim,2300.0
87803,RJ,sim,2050.0
87804,RJ,sim,3333.0
87805,RJ,sim,2333.0
87806,RJ,sim,3500.0
87808,RJ,sim,7700.0
87810,RJ,sim,4133.0
87811,RJ,não,3254.0
87813,RJ,sim,7166.0
87815,RJ,sim,6500.0
87816,RJ,não,1760.0
87817,RJ,sim,5362.0
87818,RJ,sim,4265.0
87819,RJ,sim,5200.0
87820,RJ,sim,7500.0
87821,RJ,sim,3750.0
87822,RJ,sim,3166.0
87823,RJ,sim,3000.0
87824,RJ,sim,4366.0
87825,RJ,sim,7400.0
87826,RJ,sim,720.0
87827,RJ,sim,3333.0
87829,RJ,sim,3500.0
87830,RJ,sim,6000.0
87831,RJ,sim,3500.0
87832,RJ,sim,2100.0
87833,RJ,sim,4000.0
87834,RJ,sim,3200.0
87835,RJ,sim,1400.0
87836,RJ,sim,1300.0
87837,RJ,sim,6600.0
87838,RJ,sim,2625.0
87839,RJ,não,5500.0
87840,RJ,sim,7000.0
87841,RJ,sim,3300.0
87842,RJ,sim,2000.0
87843,RJ,sim,11000.0
87844,RJ,não,3000.0
87845,RJ,sim,6500.0
87847,RJ,não,3500.0
87848,RJ,sim,2900.0
87850,RJ,sim,1242.0
87851,RJ,sim,3366.0
87854,RJ,sim,2310.0
87856,RJ,não,800.0
87858,RJ,sim,1100.0
87859,RJ,não,2500.0
87861,RJ,sim,1500.0
87864,RJ,não,408.0
87865,RJ,não,241.0
87866,RJ,sim,4500.0
87867,RJ,sim,11000.0
87868,RJ,sim,3402.0
87870,RJ,sim,8000.0
87871,RJ,sim,6475.0
87872,RJ,sim,2833.0
87873,RJ,não,720.0
87874,RJ,sim,4900.0
87875,RJ,sim,4050.0
87876,RJ,sim,5500.0
87877,RJ,sim,2500.0
87878,RJ,sim,6500.0
87879,RJ,sim,5000.0
87880,RJ,não,2150.0
87881,RJ,sim,4600.0
87884,RJ,não,1448.0
87886,RJ,sim,1050.0
87887,RJ,não,2500.0
87889,RJ,sim,1100.0
87890,RJ,não,3450.0
87891,RJ,sim,1950.0
87892,RJ,sim,1400.0
87893,RJ,sim,925.0
87894,RJ,sim,1250.0
87895,RJ,não,762.0
87896,RJ,não,862.0
87897,RJ,não,1400.0
87898,RJ,sim,3200.0
87900,RJ,não,2100.0
87901,RJ,sim,4000.0
87902,RJ,sim,1175.0
87903,RJ,sim,166.0
87904,RJ,sim,1600.0
87906,RJ,não,800.0
87907,RJ,sim,4100.0
87908,RJ,sim,4000.0
87909,RJ,sim,0.0
87910,RJ,sim,2000.0
87911,RJ,sim,833.0
87912,RJ,não,4052.0
87913,RJ,sim,10000.0
87914,RJ,não,882.0
87917,RJ,sim,7000.0
87918,RJ,sim,6825.0
87919,RJ,sim,1566.0
87920,RJ,sim,6000.0
87921,RJ,sim,1112.0
87922,RJ,sim,2000.0
87923,RJ,sim,10250.0
87924,RJ,sim,7600.0
87925,RJ,sim,6000.0
87926,RJ,sim,1800.0
87927,RJ,sim,4500.0
87928,RJ,sim,1880.0
87929,RJ,sim,3133.0
87930,RJ,sim,500.0
87931,RJ,sim,3000.0
87933,RJ,sim,753.0
87934,RJ,sim,2500.0
87935,RJ,sim,14000.0
87936,RJ,sim,4500.0
87937,RJ,sim,8000.0
87938,RJ,sim,2700.0
87939,RJ,sim,6750.0
87940,RJ,sim,10000.0
87941,RJ,sim,3500.0
87942,RJ,não,5433.0
87943,RJ,sim,9000.0
87945,RJ,sim,3000.0
87946,RJ,não,450.0
87947,RJ,sim,451.0
87948,RJ,não,1125.0
87949,RJ,não,1100.0
87950,RJ,não,1750.0
87951,RJ,sim,410.0
87952,RJ,sim,1437.0
87953,RJ,sim,541.0
87954,RJ,sim,3825.0
87955,RJ,sim,4500.0
87956,RJ,sim,4450.0
87957,RJ,sim,4500.0
87959,RJ,sim,3066.0
87960,RJ,sim,3500.0
87961,RJ,sim,0.0
87962,RJ,sim,1250.0
87963,RJ,não,8000.0
87965,RJ,sim,850.0
87966,RJ,não,1124.0
87967,RJ,sim,2900.0
87968,RJ,sim,849.0
87969,RJ,sim,666.0
87972,RJ,não,300.0
87973,RJ,não,512.0
87974,RJ,sim,521.0
87975,RJ,sim,1346.0
87977,RJ,sim,2500.0
87978,RJ,não,4900.0
87979,RJ,sim,1610.0
87980,RJ,sim,516.0
87981,RJ,sim,1605.0
87982,RJ,não,962.0
87983,RJ,sim,976.0
87984,RJ,sim,741.0
87985,RJ,sim,875.0
87986,RJ,não,1200.0
87987,RJ,não,725.0
87988,RJ,não,1166.0
87989,RJ,sim,833.0
87990,RJ,sim,975.0
87991,RJ,não,1652.0
87992,RJ,sim,1000.0
87994,RJ,sim,1375.0
87995,RJ,não,725.0
87996,RJ,não,725.0
87997,RJ,não,1500.0
87999,RJ,sim,2400.0
88000,RJ,não,818.0
88001,RJ,sim,1666.0
88003,RJ,sim,1166.0
88004,RJ,não,968.0
88005,RJ,sim,875.0
88006,RJ,não,282.0
88007,RJ,não,803.0
88008,RJ,não,1362.0
88009,RJ,não,1200.0
88010,RJ,sim,724.0
88011,RJ,não,850.0
88012,RJ,não,724.0
88013,RJ,sim,391.0
88014,RJ,sim,3100.0
88015,RJ,não,600.0
88016,RJ,não,1000.0
88017,RJ,sim,1756.0
88018,RJ,sim,724.0
88020,RJ,sim,1100.0
88021,RJ,sim,875.0
88022,RJ,não,1750.0
88024,RJ,não,666.0
88025,RJ,não,1400.0
88026,RJ,sim,1800.0
88029,RJ,sim,800.0
88030,RJ,não,724.0
88031,RJ,sim,1650.0
88032,RJ,não,1200.0
88033,RJ,sim,1300.0
88034,RJ,sim,1500.0
88035,RJ,não,570.0
88036,RJ,sim,2500.0
88037,RJ,não,724.0
88038,RJ,sim,533.0
88040,RJ,não,2000.0
88041,RJ,não,2000.0
88042,RJ,não,1262.0
88043,RJ,não,724.0
88044,RJ,não,1133.0
88045,RJ,sim,1533.0
88046,RJ,sim,1100.0
88048,RJ,sim,400.0
88049,RJ,sim,1000.0
88050,RJ,sim,333.0
88051,RJ,sim,1074.0
88052,RJ,sim,908.0
88053,RJ,sim,412.0
88054,RJ,sim,475.0
88056,RJ,sim,333.0
